created_at,username,tweet,web,location
Tue Oct 12 04:27:31 +0000 2021,ssoymilk1,"@bertanyarl Mau jadi dokter, tapi ga jadi karena ternyata aku masuk SMK mau SMA kena zonasi asu",https:twitter.com/ssoymilk1/status/1447780950906007552,
Tue Oct 12 02:37:30 +0000 2021,munfess,-rl boleh ngga ya nanya kayak gini.. disini ada yang masuk sma nya pake jalur prestasi (nilai) ngga? udah pasrah banget kalau zonasi gak bakal dapet. yang masuk pake jalur prestasi itu total keseluruhannya berapa atau minimal supaya bisa masuk? :(,https:twitter.com/munfess/status/1447753260870160385,
Tue Oct 12 02:34:59 +0000 2021,manusiawifii,"@convomf relate sih sama aku, mau masuk SMA fav malah kehalang zonasi dan akhirnya pasrah",https:twitter.com/manusiawifii/status/1447752628180377605,
Mon Oct 11 06:25:12 +0000 2021,berbigorll,"@soenveashn @schfess Iya weh ini nyata bangett gaiis. Aku dulu smp dpt 80 an tu nangis krn yg lain tu pada 85 ke atas kan, sma dpt zonasi jd nga bagus² amat dpt nilai 80 udah dianggap tinggi krn yg laen pada rendah. Zuzur bikin lebih berkembang yg opsi A",https:twitter.com/berbigorll/status/1447448176223424517,
Mon Oct 11 06:08:15 +0000 2021,itscloudymood,"Dari dulu, gue pgnnya kuliahnya disini, tapi nyokap bilang supaya mudah di unpad atau ptn yg ada di bandung aja, yg biar lewat jalur zonasi, karena gue dom jabar SMA nya https://t.co/adR5f7TVjZ",https:twitter.com/itscloudymood/status/1447443911106961409,
Mon Oct 11 01:20:28 +0000 2021,kanaotsy,"G, yg A. Soalnya lingkungan pengaruh sih, kalo di sekitarku orang2nya positif, terus rata2 kalo dari sekolah unggul kan pada pinter2 dan rajin tuh, bakal pengaruh juga ke akunya. Sebenernya SMP sama SMA aja ngerasa agak beda, karena pas SMA zonasi, otomatis kecampur",https:twitter.com/kanaotsy/status/1447371488055545856,
Mon Oct 11 00:43:07 +0000 2021,nesanjayyyy,@schfess snm aja masih lihat unggul unggulan sekolah kan?? padahal masuk sma nya aja masih zonasi,https:twitter.com/nesanjayyyy/status/1447362088750354433,1
Sun Oct 10 20:59:44 +0000 2021,woonzgi,"tmn w sekelas dl masuk ke 1 sma yg sama kaya aku, bahkan sekelas sm aku.. kalo aja aku ga ngasih tau kalo dia keterima di jalur zonasi, mungkin dia bakal sekolah di sma lain yg jauh. tapi kok tingkahmu kaya ga berterima kasih gitu? apa gara2 punya sirkel baru? trs aku ditinggal",https:twitter.com/woonzgi/status/1447305874427375617,"Central Java, Indonesia"
Sun Oct 10 06:08:42 +0000 2021,coldbrwu,alasan jaman SMA pisah kk dr ortu ya gini karna sistem zonasi https://t.co/TyYOkHJ1Jy,https:twitter.com/coldbrwu/status/1447081637175382019,20+
Sat Oct 09 15:55:43 +0000 2021,cahyaaaaaaja,"@bertanyarl Klo aku SMA si, jdi tu ga niat sekola di SMA ini, masuk juga karna terpaksa zonasi gitu, sekarang bersyukur bngt si, bisa punya crush lewat SMA, sungkem dulu ☺️✊",https:twitter.com/cahyaaaaaaja/status/1446866975162966018,Serang
Sat Oct 09 10:09:44 +0000 2021,schfess,"sch! Tips saran masuk sma negri tanpa zonasi dongg:(

✄・・・
🧐 Trivia: Saintek merupakan singkatan dari Sains &amp; Teknologi sedangkan Soshum merupakan singkatan dari Sosial &amp; Humaniora",https:twitter.com/schfess/status/1446779909389438982,RULES & Links 👉
Sat Oct 09 06:52:15 +0000 2021,a_doni95,"@detikcom SMA sistem zonasi, tdk mencegah tawuran ?",https:twitter.com/a_doni95/status/1446730210808762368,"Kota Tangerang, Banten"
Sat Oct 09 05:55:51 +0000 2021,berjakey,"@Harut0_Watanabe iya sma 1, ya gitu deh org2nya gabisa ngerinciin detail sjsjs :( iya didaerah aku fav tapi karena skrg kan pake sistem zonasi jadi udh engga ada embel2 sekolah favorite lg",https:twitter.com/berjakey/status/1446716014285131793,
Sat Oct 09 04:00:21 +0000 2021,precious7naa,@schfess terkenal sma nya anak pinter. tapi sekarang zonasi ya (?) mungkin kurang lebih sama bagusnya dengan sma lain yg ada di madiun.,https:twitter.com/precious7naa/status/1446686950048501764,Indonesia
Fri Oct 08 12:43:11 +0000 2021,hourlynnay,Sama plss nyesel bgt tp gimana lagi mau masuk sma favorit kehalang zonasi😭👎🏻 https://t.co/zVa0EB2uXR,https:twitter.com/hourlynnay/status/1446456137801371651,pacar nae
Fri Oct 08 12:39:14 +0000 2021,eunoiaa02,"karena lg kangen bgt sama masa sma dan ekskul pengen cerita disini.
dulu tu ga expect bakal keterima di smandel. apalg sejak ada sistem zonasi yg jujur aku gasuka sekali💔
awalnya udh dftr di 3 sma. 2 keterima dan 1 ketolak (pdhl ini yg bener"" pengen aku masukin)",https:twitter.com/eunoiaa02/status/1446455144028127233,bumi
Fri Oct 08 09:59:06 +0000 2021,feelincutie,@silvermoood @souyaq @Saywoooww @bantalkafuck @Tendensibundir Iyaaa guru sma gua jg cerita semenjak zonasi muridnya parah bgt masa ngitung yg gampang aja gabisa😭,https:twitter.com/feelincutie/status/1446414845797040130,
Fri Oct 08 09:00:59 +0000 2021,aleulies,@bertanyarl ga serius belajar buat UN akibatnya gabisa masuk SMA impian dan terjadilah sesi nangis menangis seharian :) apalagi angkatan gue jadi percobaan sistem zonasi,https:twitter.com/aleulies/status/1446400216454762500,"atas kasur, rumah"
Fri Oct 08 07:54:05 +0000 2021,souyaq,"@Saywoooww @bantalkafuck @Tendensibundir 2 dari 6 pelaku anak SMA 6.

Jujur yaa, ibuku guru di SMA 6, Pas ada sistem zonasi, beuh kacau langsung. Bukannya mandang jelek atau gimana, tapi anak-anak kebanyakan yang zonasi masuk tuh yang bandel-bandel.

Dan pelaku yang nusuk itu yang aku sebut.",https:twitter.com/souyaq/status/1446383381210492929,variant like loki 
Fri Oct 08 04:41:26 +0000 2021,tikaaaxy,"i hope nanti daftar SMA bisa lolos ke SMA favorit lewat japres, aamiiinnn. dulu SMP pgn banget masuk SMPN 3, tapi itu awal' zonasi ortu masih gapaham maksud zonasi itu, akhirnya ke buang ke SMPN yang jauh dari rumah 😭",https:twitter.com/tikaaaxy/status/1446334899791691779,in ur heart
Fri Oct 08 02:11:38 +0000 2021,onlyforjasuke,rumahku jauh dari sma negeri alias gara gara sistem zonasi😔 tapi memang dari smp pengen masuk ke swasta soalnya ada jurusan yang dipengenin https://t.co/sQkEEDrvTy,https:twitter.com/onlyforjasuke/status/1446297200502312962,she/her 04z
Thu Oct 07 16:33:48 +0000 2021,annvashe,"@schfess kalo aku dulu gini. tetep ikut yg zonasi, ikut yg pake nilai rapor jg. pokoknya ikutin semua jalur buat sma yg emang diinginin. tp jg persiapin pilihan terakhir, swasta. banyak2 doa nder, semoga keterima di sma yg km mau",https:twitter.com/annvashe/status/1446151784183918592,
Thu Oct 07 16:31:12 +0000 2021,schfess,"Sch! Punya 3 sma favorite, 2 nya jauh bgt, takut kalah sm zonasi, 1 nya swasta, tp mahal bgt. sender harus apa😭😭",https:twitter.com/schfess/status/1446151130208108548,RULES & Links 👉
Thu Oct 07 14:03:32 +0000 2021,sagminn,"pernah, waktu aku masuk SMA. Disitu aku ga keterima di negeri karena sistem zonasi. Bapak nyariin sekolah sampai akhirnya keterima di madrasah, dan disitu bapak nangis. Karena jujur itu kali pertama aku susah bgt dapet sekolah. https://t.co/3hxbUHU7HV",https:twitter.com/sagminn/status/1446113968376868871,Mirae
Thu Oct 07 12:38:06 +0000 2021,schfess,"sch! Ya Allah hidup itu memang pilihan, tapi kalau masalah pendidikan🎒🏫📚🎓 aku bener-bener pasrah, presentase ppdb SMA jalur zonasi 50%, semoga aja ada harapan aamiin. Sender percaya Tuhan pasti memberikan yang terbaik ☺, semoga juga aku bisa ikutan bimbel🤗 semangat semua!",https:twitter.com/schfess/status/1446092469943169024,RULES & Links 👉
Thu Oct 07 11:06:48 +0000 2021,enhyzpen,"@schfess dulu jamanku gak ada zonasi, milihnya ya karena kayak udah tradisi gitu lulusan smpku banyak yang masuk sma itu wkwk jadi yaudah aku cuma ngelanjutin tradisi (tapi untung keterima)",https:twitter.com/enhyzpen/status/1446069493248053253,she/her
Thu Oct 07 09:50:33 +0000 2021,ituakuu____,"@aulmaulidiana pernah, beberapa tahun lalu tepatnya pas diterima di SMA idaman. kek ""ya Allah ternyata ga ada yang ga mungkin"" padahal zonasi dan jarak rumah &gt;12km. gabisa diomongin seseneng apa, yang jelas Allah maha baik✨
banyak bgt sih sebenernya, Allah emang baik banget",https:twitter.com/ituakuu____/status/1446050303325868039,"East Java, Indonesia"
Thu Oct 07 07:52:35 +0000 2021,darmantompul,"Sistem Zonasi dalam PPDB (input) mungkin bisa dibilang punya andil yang cukup besar, hingga sebaran nilai di SMA/MA/SMK negeri (output) bisa sangat bervariasi.

Beda dengan swasta yang masuk list, tidak ada zonasi²an di sana.

Semoga ada yg bahas ini.

https://t.co/z0wWoEjXDW",https:twitter.com/darmantompul/status/1446020615580700676,
Thu Oct 07 06:21:53 +0000 2021,nty_____aaa,"ya ampun presentase daftar ppdb sma jalur zonasi 50%, aku hanya bisa tersenyum 😄",https:twitter.com/nty_____aaa/status/1445997790233038848,
Thu Oct 07 03:31:27 +0000 2021,pmngksh,"@rindubeneran tk : negri
sd : negri
smp : negri
smk : swasta (pengennya sma berhubung zonasi terpaksa deh)
kuliah : KUDU NEGRI

:')",https:twitter.com/pmngksh/status/1445954902031671299,
Wed Oct 06 17:52:21 +0000 2021,yoiiiiiiiiiiii3,"@rindubeneran Tk : negeri
Sd : negeri
Smp : negeri
Sma : swasta islam (bcss zonasi) sebel bgt gue
Kuliah : bismillah negeri",https:twitter.com/yoiiiiiiiiiiii3/status/1445809163498450951,
Wed Oct 06 14:56:01 +0000 2021,SUKUFUSHl,"pernah sih pas sma cuma ga keterima gara2 kena sistem zonasi, rumah w kejauhan jd yauda lanjutin sma di sekolah sebelumnya. ok2 aja sih gaperlu kenalan2 lagi WK https://t.co/cgWzmqMrPv",https:twitter.com/SUKUFUSHl/status/1445764788294873100,18+ || any pronouns
Wed Oct 06 12:42:48 +0000 2021,LVVLYJUBBLY,@bertanyarl sibuk mikirin sma mau kemana gr2 pake sistem zonasi sma negri di kota semua lah gua pelosok,https:twitter.com/LVVLYJUBBLY/status/1445731265861210114,bangtan
Wed Oct 06 11:22:59 +0000 2021,hobbyinsecure,"ini bener banget sih, apalagi skrg ada zonasi, murid pinter dari pelosok malah ga masuk sma fav, masuknya ke sma yang gurunya ngajarnya asal2an aja, apalagi pandemi gini https://t.co/3Njc3Nt4pm",https:twitter.com/hobbyinsecure/status/1445711179574218759,
Wed Oct 06 10:54:59 +0000 2021,castllepearl,siapa yang cita citanya sma kota tapi kehalang zonasi 😀😀 https://t.co/PNIVXqrlmi,https:twitter.com/castllepearl/status/1445704133109968900,14 SHE/HER
Wed Oct 06 08:29:13 +0000 2021,kwangsum,"iya, beli bangku. UNTUNG G SEKELAS WKWKWKW. terus sma dia skrg juga sma favorit, padahal nilai dia jauh di bawah rata-rata, zonasi juga nggak mencukupi. eh ternyata pake jalur afirmasi wkwkw. padahal anak orang kaya, anak isilop. hadehh",https:twitter.com/kwangsum/status/1445667448892522500,she/her 15
Wed Oct 06 00:56:07 +0000 2021,HOONFAlRY,"katanya kalo SMA di selenk kena zonasi, jalan akhir ya prestasi.... gue gapunya prestasi apapun 😨😨😨😨😨",https:twitter.com/HOONFAlRY/status/1445553423693193216,"ji, rant."
Tue Oct 05 15:40:14 +0000 2021,plutoliens,"Meet the Tevyat gang! 

Dipersatukan oleh tadika, dipertemukan kembali oleh zonasi sma. https://t.co/8Ym2qPFJOi",https:twitter.com/plutoliens/status/1445413530891550724,
Tue Oct 05 11:31:03 +0000 2021,aroceans,"Awalnya.. karena anjir buat apa gue mati""an belajar waktu UN nem lumayan bgt tapi gak bisa masuk sma yang dipengen karena zonasi... Tapi pas udah mulai sekolah, ilang semua keinginan buat pindah itu. Temen""nya super asik, https://t.co/REv7eEhKw3",https:twitter.com/aroceans/status/1445350818316697601,
Tue Oct 05 06:01:54 +0000 2021,kugisakri,"aplgi skrg zonasi sistemnya, skolah sma jauh ya mau gak mau keadaan nyuruh lo ke smk atau swasta, smk gak seburuk yg lo pikir.",https:twitter.com/kugisakri/status/1445267985476636674,"she/they, semi priv"
Tue Oct 05 05:52:37 +0000 2021,levio0sa_,"@convomf aku smk dan ini kuliah
kenapa ga masuk sma? ya karna aku gamau, aku ga mau masuk ipa apalagi ips, dan dulu jaman ku pake zonasi jadi ya smk yang paling deket, ada sma deket tapi pinter"", aku bodo jadi ya gitu",https:twitter.com/levio0sa_/status/1445265650536968196,
Tue Oct 05 05:42:23 +0000 2021,anotherfiyy,"@schfess klo man dulu aku ada tes btq, wawancara, sikotes, ama tes tulis materi UN yaa u know semacam mtk, bindo dkk
trus klo jalur prestasi ada tes buat prestasinya kek apa ya, klo kmu punya prestasi lari ya dites lari gtu"" lah 
klo sma skrang keknya lebi ke zonasi ga sii",https:twitter.com/anotherfiyy/status/1445263074881986561,bukan bakpia | MDNI
Tue Oct 05 02:07:17 +0000 2021,ccindyaa,"@convomf udh srek sama temen smp udh janjian daftar ke sma yang sama , eh zonasi🙏😃",https:twitter.com/ccindyaa/status/1445208943135842305,
Tue Oct 05 00:03:25 +0000 2021,sukaindomilky,"@subschfess bisa, tapi liat urutan alur ppdb dulu nya nder, misalnya di sma ku dlu, itu urutannya jalur prestasi dulu, kemudian afirmasi, zonasi, dan terakhir tes mandiri. masing-masing jalur pendaftaran itu ada batasan tanggalnya, jadi coba kamu cek dulu aja tanggal-tanggalnya",https:twitter.com/sukaindomilky/status/1445177771714441219,zaramaraz
Wed Oct 13 01:18:53 +0000 2021,redvelvetcrml,"RT @ttlindonesia: Daftar kuliah akan pakai sistem zonasi?!

Ga perlu kaget. SNMPTN itu juga ada zonasi-zonasinya kok. Yang keterima di SNMP…",https:twitter.com/redvelvetcrml/status/1448095866733187077,
Tue Oct 12 06:14:20 +0000 2021,schfess,"sch! dari kalian ada gak sih kelas 10, tp merasa ga cocok sm sekolah karena sistem zonasi? aku merasa ga cocok sekolah di man (madrasah negeri) tp demi ayahku aku sekolah disini... hafalannya banyak, aku jadi merasa beban nambah. apalagi mapel agama ada 5 😭😭",https:twitter.com/schfess/status/1447807831617392641,RULES & Links 👉
Tue Oct 12 02:36:32 +0000 2021,jeasanay,"@convomf sekolah gue sblm ada sistem zonasi sistem penerimaan siswanya pake nilai rapor sama UN, kalo rata""nya dibawah 7 udah ga keterima,tapi skrng yang rata"" diatas 7 malah jarang",https:twitter.com/jeasanay/status/1447753020989534216,
Mon Oct 11 12:31:44 +0000 2021,mlevorythic09,@privaterza 2 tahun lagi...apakah tidak ada angkot jalan kesana. Gak pake sistem zonasi?,https:twitter.com/mlevorythic09/status/1447540420808876039,
Mon Oct 11 04:38:53 +0000 2021,Nayolll,"@fatamorgalife @bertanyarl Sekarang ada sistem zonasi, anjir nyesek bgt liat orang² semudah itu masuk gapul",https:twitter.com/Nayolll/status/1447421423304073223,
Sun Oct 10 17:45:37 +0000 2021,marin_lucu,"RT @hotradero: Itu juga alasan mengapa beberapa bagian kota Bandung tertata rapi dengan sistem grid dan zonasi.

Sebagai ibu kota Hindia Be…",https:twitter.com/marin_lucu/status/1447257022345269251,Indonesia
Sun Oct 10 14:30:18 +0000 2021,chamcamin,@sunthiq Kalo jajan harus pake sistem zonasi,https:twitter.com/chamcamin/status/1447207868755701762,she/her 
Sun Oct 10 11:11:37 +0000 2021,ferascorp,"RT @hotradero: Itu juga alasan mengapa beberapa bagian kota Bandung tertata rapi dengan sistem grid dan zonasi.

Sebagai ibu kota Hindia Be…",https:twitter.com/ferascorp/status/1447157868747116544,Indonesia
Sun Oct 10 10:31:18 +0000 2021,dmwsdq,"RT @hotradero: Itu juga alasan mengapa beberapa bagian kota Bandung tertata rapi dengan sistem grid dan zonasi.

Sebagai ibu kota Hindia Be…",https:twitter.com/dmwsdq/status/1447147723891740676,JKT 
Sun Oct 10 10:10:35 +0000 2021,VlladNatas,"RT @hotradero: Itu juga alasan mengapa beberapa bagian kota Bandung tertata rapi dengan sistem grid dan zonasi.

Sebagai ibu kota Hindia Be…",https:twitter.com/VlladNatas/status/1447142509793083395,Blok C neighborhood
Sun Oct 10 09:02:31 +0000 2021,timmymalachi,"RT @hotradero: Itu juga alasan mengapa beberapa bagian kota Bandung tertata rapi dengan sistem grid dan zonasi.

Sebagai ibu kota Hindia Be…",https:twitter.com/timmymalachi/status/1447125379953545221,Jakartangerang
Sun Oct 10 06:08:42 +0000 2021,coldbrwu,alasan jaman SMA pisah kk dr ortu ya gini karna sistem zonasi https://t.co/TyYOkHJ1Jy,https:twitter.com/coldbrwu/status/1447081637175382019,20+
Sun Oct 10 02:13:39 +0000 2021,ddalgeumberry,"RT @hotradero: Itu juga alasan mengapa beberapa bagian kota Bandung tertata rapi dengan sistem grid dan zonasi.

Sebagai ibu kota Hindia Be…",https:twitter.com/ddalgeumberry/status/1447022484377640964,
Sat Oct 09 23:11:12 +0000 2021,pour71,"RT @hotradero: Itu juga alasan mengapa beberapa bagian kota Bandung tertata rapi dengan sistem grid dan zonasi.

Sebagai ibu kota Hindia Be…",https:twitter.com/pour71/status/1446976568912330753,Memilih bersepeda kemana saja
Sat Oct 09 21:49:39 +0000 2021,Atha879,"RT @hotradero: Itu juga alasan mengapa beberapa bagian kota Bandung tertata rapi dengan sistem grid dan zonasi.

Sebagai ibu kota Hindia Be…",https:twitter.com/Atha879/status/1446956047969579010,Indonesia
Sat Oct 09 21:39:22 +0000 2021,visitortwt1,"RT @hotradero: Itu juga alasan mengapa beberapa bagian kota Bandung tertata rapi dengan sistem grid dan zonasi.

Sebagai ibu kota Hindia Be…",https:twitter.com/visitortwt1/status/1446953460239245312,"DKI Jakarta, Indonesia"
Sat Oct 09 13:30:14 +0000 2021,rif_N11,"@hendrarprihadi mcri solusi/msukan,sy ktp Jabungan,SDN dsna jauh,smentr sy tgl d Xgawe,krn ank sdh msuk tk d sn n tiap hr saat d tinggl kerja sy n istri,2 ank sy titip d rmh mbh Xgawe.Biar sesuai dgn keuangan saya,  jk msh menggunakan sistem zonasi saat ini,apakh ank bs sekolah di SDN luar zona?",https:twitter.com/rif_N11/status/1446830365381779456,
Sat Oct 09 12:01:00 +0000 2021,M4cKonst4ntin,"RT @hotradero: Itu juga alasan mengapa beberapa bagian kota Bandung tertata rapi dengan sistem grid dan zonasi.

Sebagai ibu kota Hindia Be…",https:twitter.com/M4cKonst4ntin/status/1446807906737786881,Indonesia
Sat Oct 09 10:40:44 +0000 2021,60far60pay,"RT @hotradero: Itu juga alasan mengapa beberapa bagian kota Bandung tertata rapi dengan sistem grid dan zonasi.

Sebagai ibu kota Hindia Be…",https:twitter.com/60far60pay/status/1446787708681015296,"Raftel, Laugh Tale"
Sat Oct 09 08:06:10 +0000 2021,ZehransyamIan,"RT @hotradero: Itu juga alasan mengapa beberapa bagian kota Bandung tertata rapi dengan sistem grid dan zonasi.

Sebagai ibu kota Hindia Be…",https:twitter.com/ZehransyamIan/status/1446748812656054274,
Sat Oct 09 07:06:05 +0000 2021,jodi_wirawan,"RT @hotradero: Itu juga alasan mengapa beberapa bagian kota Bandung tertata rapi dengan sistem grid dan zonasi.

Sebagai ibu kota Hindia Be…",https:twitter.com/jodi_wirawan/status/1446733692135641090,Bekasi Timur
Sat Oct 09 06:52:15 +0000 2021,a_doni95,"@detikcom SMA sistem zonasi, tdk mencegah tawuran ?",https:twitter.com/a_doni95/status/1446730210808762368,"Kota Tangerang, Banten"
Sat Oct 09 06:45:07 +0000 2021,Surelbaru,"RT @hotradero: Itu juga alasan mengapa beberapa bagian kota Bandung tertata rapi dengan sistem grid dan zonasi.

Sebagai ibu kota Hindia Be…",https:twitter.com/Surelbaru/status/1446728415101345792,"Pondok Bambu, Jakarta"
Sat Oct 09 05:55:51 +0000 2021,berjakey,"@Harut0_Watanabe iya sma 1, ya gitu deh org2nya gabisa ngerinciin detail sjsjs :( iya didaerah aku fav tapi karena skrg kan pake sistem zonasi jadi udh engga ada embel2 sekolah favorite lg",https:twitter.com/berjakey/status/1446716014285131793,
Sat Oct 09 05:33:40 +0000 2021,markkezhoot,"@direktoridosen @BimaAryaS ga usah lah.. udah ada UIII ga jauh dari situ. @BimaAryaS biar urus SMP-SMP negerinya, yg bentar lagi panen siswa2 hasil sistem zonasi. lulusannya mungkin cuma imbas-imbis. pemalas pun kalo rumah deket sekolah ya ketrima..",https:twitter.com/markkezhoot/status/1446710431192477696,senegal
Sat Oct 09 05:24:21 +0000 2021,johantanto,"RT @hotradero: Itu juga alasan mengapa beberapa bagian kota Bandung tertata rapi dengan sistem grid dan zonasi.

Sebagai ibu kota Hindia Be…",https:twitter.com/johantanto/status/1446708089030201351,Indonesia
Sat Oct 09 05:19:02 +0000 2021,PromotheusA,"RT @hotradero: Itu juga alasan mengapa beberapa bagian kota Bandung tertata rapi dengan sistem grid dan zonasi.

Sebagai ibu kota Hindia Be…",https:twitter.com/PromotheusA/status/1446706751219191815,
Sat Oct 09 05:12:39 +0000 2021,lukisaepul,"RT @hotradero: Itu juga alasan mengapa beberapa bagian kota Bandung tertata rapi dengan sistem grid dan zonasi.

Sebagai ibu kota Hindia Be…",https:twitter.com/lukisaepul/status/1446705142561067008,NUsantara Raya
Sat Oct 09 05:05:08 +0000 2021,rememorari,"RT @hotradero: Itu juga alasan mengapa beberapa bagian kota Bandung tertata rapi dengan sistem grid dan zonasi.

Sebagai ibu kota Hindia Be…",https:twitter.com/rememorari/status/1446703251882065922,world of pandemonium
Sat Oct 09 05:02:06 +0000 2021,NikkoRianto,"RT @hotradero: Itu juga alasan mengapa beberapa bagian kota Bandung tertata rapi dengan sistem grid dan zonasi.

Sebagai ibu kota Hindia Be…",https:twitter.com/NikkoRianto/status/1446702490343260160,
Sat Oct 09 05:01:16 +0000 2021,hotradero,"Itu juga alasan mengapa beberapa bagian kota Bandung tertata rapi dengan sistem grid dan zonasi.

Sebagai ibu kota Hindia Belanda, Bandung didesain untuk dihuni maksimum 400 ribu jiwa.

Sesudah merdeka, desain ini bablas. Bandung sekarang dihuni 2 juta orang lebih.",https:twitter.com/hotradero/status/1446702280057655298,
Sat Oct 09 01:15:35 +0000 2021,magelangbike,"Saatnya siswa/i di Magelang turut peduli, langkah paling sederhana. Bersepeda, berjalan kaki atau berkendara umum ke sekolah. Sistem zonasi tentu memungkinkan buat dilakukan. https://t.co/FqfanyHd6Q",https:twitter.com/magelangbike/status/1446645483816902658,
Fri Oct 08 15:50:40 +0000 2021,souyaq,"@CRAVEDCHAENG Normal tapi ngga bisa pilih anak-anak yang mau diterima, sudah sama sistem. Jadi mau anak itu bandel juga bisa keterima karena zonasi.",https:twitter.com/souyaq/status/1446503317295697925,variant like loki 
Fri Oct 08 12:40:32 +0000 2021,CRAVEDCHAENG,"@souyaq Oalah kirain zonasi yg ky Jakarta, tapi bukannya sistem zonasi Jabar tuh termasuk normal ya? Kalo Jakarta udh parah bgt yg lolos anak 18 tahun dan rata2 y emang anak badung gitu",https:twitter.com/CRAVEDCHAENG/status/1446455469287956486,she / her O5
Fri Oct 08 12:39:14 +0000 2021,eunoiaa02,"karena lg kangen bgt sama masa sma dan ekskul pengen cerita disini.
dulu tu ga expect bakal keterima di smandel. apalg sejak ada sistem zonasi yg jujur aku gasuka sekali💔
awalnya udh dftr di 3 sma. 2 keterima dan 1 ketolak (pdhl ini yg bener"" pengen aku masukin)",https:twitter.com/eunoiaa02/status/1446455144028127233,bumi
Fri Oct 08 09:00:59 +0000 2021,aleulies,@bertanyarl ga serius belajar buat UN akibatnya gabisa masuk SMA impian dan terjadilah sesi nangis menangis seharian :) apalagi angkatan gue jadi percobaan sistem zonasi,https:twitter.com/aleulies/status/1446400216454762500,"atas kasur, rumah"
Fri Oct 08 08:38:13 +0000 2021,shalvhn,@shxbin__ kenapa sih kita selalu kalah sama sistem zonasi😭💔,https:twitter.com/shalvhn/status/1446394490206363650,"Rosé, Somi♡"
Fri Oct 08 07:54:05 +0000 2021,souyaq,"@Saywoooww @bantalkafuck @Tendensibundir 2 dari 6 pelaku anak SMA 6.

Jujur yaa, ibuku guru di SMA 6, Pas ada sistem zonasi, beuh kacau langsung. Bukannya mandang jelek atau gimana, tapi anak-anak kebanyakan yang zonasi masuk tuh yang bandel-bandel.

Dan pelaku yang nusuk itu yang aku sebut.",https:twitter.com/souyaq/status/1446383381210492929,variant like loki 
Fri Oct 08 07:14:40 +0000 2021,Saywoooww,"@souyaq @bantalkafuck @Tendensibundir Serem bgtt kaya kok siap bgt jd pembunuh gitu.. ngeri bgt deh ituu, apa reputasi sekolah jg ga jadi menurun ya kalau kaya gitu terus.. kaya ga mau masukin anaknya ke sekolah itu.. tp masih kejebak sistem zonasi ya skrg??",https:twitter.com/Saywoooww/status/1446373463380217860,"Berlin, Deutschland"
Fri Oct 08 05:24:53 +0000 2021,blckswan06,@vkookssky Yaampuuun udh kyk sistem zonasi😭😭,https:twitter.com/blckswan06/status/1446345835336241156,she/her
Fri Oct 08 02:11:38 +0000 2021,onlyforjasuke,rumahku jauh dari sma negeri alias gara gara sistem zonasi😔 tapi memang dari smp pengen masuk ke swasta soalnya ada jurusan yang dipengenin https://t.co/sQkEEDrvTy,https:twitter.com/onlyforjasuke/status/1446297200502312962,she/her 04z
Thu Oct 07 22:47:29 +0000 2021,inikeybi,"@tukangtwittter @dlesteee @kvrapicka @sundanesehuman @txtdaribogor Alasan lu gak bisa dipake di Kota Bogor mas maaf, alasannya sekolah negeri di Bogor cuman sedikit swastanya banyak. Terus sistem sekarang zonasi. Dan nutup sekolah ngebuat semua orang yang gak terlibat jadi korban. Lu mau dia taro di sekolah mana kalau ternyata gak masuk zonasi?",https:twitter.com/inikeybi/status/1446245826364207105,"Bogor, Jawa Barat"
Thu Oct 07 14:03:32 +0000 2021,sagminn,"pernah, waktu aku masuk SMA. Disitu aku ga keterima di negeri karena sistem zonasi. Bapak nyariin sekolah sampai akhirnya keterima di madrasah, dan disitu bapak nangis. Karena jujur itu kali pertama aku susah bgt dapet sekolah. https://t.co/3hxbUHU7HV",https:twitter.com/sagminn/status/1446113968376868871,Mirae
Thu Oct 07 11:23:52 +0000 2021,tobiolucu,nonton sunoo's curiosity lab trus baru tau kalo ternyata di korea jg ada semacem sistem zonasi gitu buat daftar sekolah 🤔,https:twitter.com/tobiolucu/status/1446073790211899393,🚫 don't follow 🚫
Thu Oct 07 07:52:35 +0000 2021,darmantompul,"Sistem Zonasi dalam PPDB (input) mungkin bisa dibilang punya andil yang cukup besar, hingga sebaran nilai di SMA/MA/SMK negeri (output) bisa sangat bervariasi.

Beda dengan swasta yang masuk list, tidak ada zonasi²an di sana.

Semoga ada yg bahas ini.

https://t.co/z0wWoEjXDW",https:twitter.com/darmantompul/status/1446020615580700676,
Thu Oct 07 07:15:50 +0000 2021,eriyaamelll,"RT @ttlindonesia: Daftar kuliah akan pakai sistem zonasi?!

Ga perlu kaget. SNMPTN itu juga ada zonasi-zonasinya kok. Yang keterima di SNMP…",https:twitter.com/eriyaamelll/status/1446011370592370689,exo planet
Thu Oct 07 06:30:03 +0000 2021,kumparan,Apakah sistem zonasi pada Penerimaan Peserta Didik Baru di Indonesia merupakan hal yang mengancam HAM dalam konteks Hak Atas Pendidikan yang inklusif dan berkualitas? #userstory https://t.co/hPFYNgFoN9,https:twitter.com/kumparan/status/1445999844846276612,
Thu Oct 07 01:30:07 +0000 2021,convomf,💙 guys nanya dong sistem penerimaan sekolah tuh masih make sistem zonasi rumah ga sih?,https:twitter.com/convomf/status/1445924365606871046,
